userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (2687,0.7867037057876587) (261,0.6922585368156433) (1125,0.6110833287239075) (1057,0.5951187014579773) (318,0.575461208820343) (708,0.5592771172523499) (2870,0.5332530736923218) (1654,0.5178988575935364) (2110,0.5073267817497253) (2124,0.4916037619113922) (920,0.4803987741470337) (2245,0.4681268334388733) (492,0.46188873052597046) (1643,0.4594762325286865) (2132,0.45333197712898254) (1290,0.4490864872932434) (2141,0.44360020756721497) (915,0.44146668910980225) (2083,0.4350317716598511) (2762,0.43454471230506897)*
2242: (2687,0.7088510394096375) (2294,0.6206436157226562) (2294,0.6206436157226562) (2297,0.5394467711448669) (1057,0.5072855949401855) (1654,0.5040968060493469) (107,0.48244723677635193) (261,0.46316978335380554)* (1476,0.45257803797721863) (1848,0.43994495272636414) (1125,0.4248720705509186) (276,0.4126591086387634) (2106,0.3981759548187256) (1290,0.39272716641426086) (1297,0.3920855224132538) (1593,0.3881891369819641) (289,0.38695353269577026) (1573,0.38503599166870117) (1022,0.37715470790863037) (1713,0.37656083703041077)
2243: (2132,0.6831027865409851) (921,0.6385859847068787) (1132,0.5908089280128479) (1217,0.5851952433586121) (1082,0.5734931826591492) (3011,0.5623406767845154) (318,0.5541231632232666)* (1131,0.5525880455970764) (1186,0.5510752201080322) (492,0.5469109416007996) (915,0.5445945858955383) (2065,0.5397990942001343) (1949,0.5383087992668152) (1238,0.5284167528152466) (1423,0.5207924842834473) (2920,0.5176921486854553) (2239,0.4884757697582245) (1643,0.48156943917274475) (3095,0.48138439655303955) (1963,0.47193723917007446)
2244: (915,0.4459480941295624) (1125,0.41699209809303284) (921,0.4159541726112366) (2132,0.4024563133716583) (928,0.38398486375808716) (1238,0.3790235221385956) (2110,0.3747105598449707) (1162,0.3740197718143463) (2687,0.3570980429649353) (1963,0.3474833369255066) (1217,0.346320241689682) (492,0.3449649214744568) (1925,0.3443072736263275)* (946,0.3424047827720642) (615,0.34169670939445496) (3814,0.34126946330070496) (2303,0.3351799249649048) (2870,0.33466359972953796) (2858,0.3302869200706482)* (1940,0.3280722498893738)
2245: (3617,0.8092875480651855) (3324,0.7579174041748047) (3177,0.7420779466629028) (3826,0.740950345993042) (3646,0.738994300365448) (3511,0.7371331453323364) (3326,0.7338029146194458) (3285,0.7102416753768921) (3797,0.7096938490867615) (3913,0.7040622234344482) (3484,0.6868396401405334) (3515,0.6823952198028564) (3327,0.6785808801651001) (2858,0.6727587580680847) (3754,0.6684211492538452) (3509,0.6668106317520142) (3952,0.6643344759941101) (3618,0.6600674390792847) (3821,0.6582603454589844) (255,0.6576922535896301)
2246: (373,0.8873316645622253) (492,0.8822051286697388) (1186,0.8633581399917603) (45,0.8364481925964355) (1057,0.7975986003875732)* (2132,0.7476410269737244) (272,0.7295270562171936) (1189,0.7261985540390015) (1759,0.6943170428276062) (3281,0.672724187374115) (1563,0.6666577458381653) (1184,0.6647114157676697) (764,0.6606746912002563) (1633,0.6567438244819641) (556,0.6566722393035889) (994,0.6549268960952759) (851,0.6485488414764404) (1428,0.6453176140785217) (1176,0.6341686248779297) (1910,0.6211187839508057)
2247: (2132,0.6872934103012085) (1643,0.5968734622001648) (1132,0.5820091962814331) (921,0.5805850625038147) (1131,0.557681143283844) (915,0.5558329820632935) (3011,0.5551276206970215)* (1186,0.5330849289894104) (1423,0.5297030210494995) (1082,0.5295116901397705) (615,0.5216104984283447) (2065,0.5198500156402588) (492,0.5126554369926453) (2920,0.5056252479553223) (971,0.5055501461029053) (1238,0.5054941773414612) (948,0.5013779401779175) (272,0.5000913143157959) (1217,0.49514567852020264) (1177,0.4895365536212921)
2248: (2687,0.4837755262851715) (1125,0.46902400255203247) (2110,0.4548758566379547) (2870,0.36416035890579224) (1848,0.3527194857597351) (2294,0.3427903652191162) (2294,0.3427903652191162) (261,0.34152913093566895) (2124,0.3402823805809021) (921,0.32923224568367004) (2245,0.3286086320877075) (915,0.3257732391357422) (708,0.3220396041870117) (2297,0.32175755500793457) (948,0.3200777769088745) (1925,0.3195280134677887) (2141,0.31868281960487366) (2747,0.3182981014251709) (1654,0.31699565052986145) (3871,0.31565240025520325)
2249: (2687,1.1735860109329224) (2124,0.9218696355819702) (1476,0.9170244336128235) (394,0.8774403929710388) (561,0.8460339903831482) (716,0.8428323268890381) (2901,0.8266280889511108) (600,0.8240110278129578) (1627,0.8042333126068115) (240,0.7945230007171631) (427,0.7889449596405029) (1573,0.7854745388031006) (1762,0.784843921661377) (2459,0.7787233591079712) (1125,0.7586447596549988) (813,0.7580648064613342) (3837,0.756282389163971) (611,0.7522246241569519) (708,0.7452958226203918) (762,0.744127631187439)
2250: (3785,0.6860769987106323) (3578,0.6727101802825928) (2762,0.6708192229270935) (3952,0.6705687642097473) (3826,0.6679736375808716) (2687,0.6456810235977173) (3863,0.644881546497345) (3617,0.6446563601493835) (3000,0.6402586102485657) (3752,0.6367937326431274) (3618,0.6313303112983704) (2571,0.6250755190849304) (1921,0.6211450695991516) (3409,0.6109161376953125) (3753,0.6068022847175598) (2712,0.6058792471885681)* (3484,0.604670524597168) (3285,0.6000939607620239) (3322,0.5924831628799438) (3913,0.5879518389701843)
2251: (2110,0.48917171359062195) (1125,0.48762524127960205) (1186,0.45033079385757446) (921,0.42562416195869446) (3706,0.4108957052230835) (492,0.40522700548171997) (915,0.4042527973651886) (2124,0.38707950711250305) (2901,0.38357922434806824) (1162,0.38265037536621094) (735,0.36128413677215576) (3550,0.359164834022522) (1627,0.35649657249450684) (716,0.35565853118896484) (2065,0.35007426142692566) (319,0.3471200466156006) (971,0.34566324949264526) (2870,0.3423062264919281) (2459,0.3410579264163971) (2132,0.3397511839866638)
2252: (3579,0.44095340371131897) (3484,0.4387440085411072) (2605,0.43794339895248413) (3785,0.4347294569015503) (3826,0.4346487820148468) (3646,0.43001317977905273) (318,0.42986422777175903) (3821,0.4288311004638672) (3326,0.4249095320701599) (3879,0.41291147470474243) (3511,0.4081059396266937) (3510,0.4068523049354553) (3617,0.4056047201156616) (3861,0.40507084131240845) (3623,0.3974952697753906) (3454,0.39725255966186523) (1097,0.39673179388046265) (1097,0.39673179388046265) (2762,0.3962252140045166) (3536,0.3955783545970917)
2253: (329,0.4947338104248047) (2687,0.4871390461921692) (1376,0.4616224467754364) (2,0.45686736702919006) (3633,0.45647579431533813) (1019,0.45519134402275085) (1356,0.44962987303733826) (1371,0.4442330300807953) (2393,0.43580564856529236) (2193,0.4334630072116852) (783,0.4289097487926483) (2011,0.4282936155796051) (1036,0.42722681164741516) (1387,0.4218248724937439) (3489,0.4149170517921448) (2947,0.4087781310081482) (260,0.4079158306121826) (1125,0.4046930968761444) (1101,0.4026760756969452) (3883,0.40225955843925476)
2254: (2989,0.5691708922386169) (2858,0.525022029876709) (1036,0.5160475969314575)* (1387,0.5035664439201355) (1201,0.4768631160259247) (2993,0.4465293884277344) (1215,0.44022509455680847) (2628,0.4392436444759369) (1610,0.43012967705726624) (303,0.43001675605773926) (2947,0.4272102415561676) (288,0.4253777861595154) (163,0.42189961671829224) (1196,0.4184139668941498)* (3704,0.41658344864845276) (2115,0.40941107273101807) (1954,0.40868857502937317) (1769,0.4037333130836487) (2009,0.4033049941062927) (3753,0.40320220589637756)
2255: (2124,0.7508828639984131) (708,0.6592350006103516) (1125,0.633034884929657) (1848,0.6140345931053162) (3040,0.5994642376899719) (2294,0.5805260539054871) (2294,0.5805260539054871) (2110,0.5740270018577576) (528,0.5714298486709595) (2097,0.5680562853813171) (2297,0.5614571571350098) (107,0.5519022345542908) (2796,0.5517710447311401) (1654,0.5493175387382507) (3397,0.5358636975288391) (2453,0.5272740125656128) (536,0.5087020993232727) (1057,0.5057349801063538) (1297,0.5033104419708252) (532,0.502044677734375)
2256: (2687,0.714348554611206) (2858,0.7103949785232544) (318,0.6314635872840881)* (1246,0.5778476595878601) (2294,0.5612432956695557) (2294,0.5612432956695557) (2762,0.5503954291343689) (150,0.5332325100898743) (1197,0.5188533067703247) (260,0.5181494355201721) (708,0.5085365176200867) (3565,0.4996384084224701) (2628,0.49721425771713257) (3203,0.49561193585395813) (920,0.4935782551765442) (783,0.48175057768821716) (858,0.4812990427017212) (648,0.4745434522628784) (1291,0.4734661281108856) (1036,0.47155430912971497)
2257: (3285,0.5375314950942993) (2485,0.5143522024154663) (2546,0.49529165029525757) (2724,0.49343305826187134) (2762,0.4914221167564392) (2497,0.4866819679737091) (2392,0.4856870770454407) (2975,0.4759655296802521) (2858,0.4726778566837311) (3824,0.47198644280433655) (2687,0.46942073106765747) (2581,0.461843341588974) (2491,0.4590384364128113) (2572,0.45005160570144653) (2906,0.4494825005531311) (2244,0.44902390241622925) (2771,0.44676142930984497) (3565,0.44459137320518494) (2574,0.44296109676361084) (2605,0.437316358089447)
2258: (2687,0.7183796167373657) (2124,0.6499953269958496) (2297,0.6110023260116577) (1654,0.5696597099304199) (2294,0.5551638007164001) (2294,0.5551638007164001) (107,0.5527934432029724) (1057,0.5414277911186218) (261,0.5410720705986023) (1848,0.5367493629455566) (1125,0.5139265060424805) (1022,0.5120550990104675) (2141,0.5045575499534607) (2083,0.48090434074401855) (492,0.48033952713012695) (276,0.4792754054069519) (2110,0.47647544741630554) (241,0.47302180528640747) (1460,0.4622804522514343) (917,0.460050106048584)
2259: (492,0.8105394244194031) (2132,0.7929067611694336) (921,0.7636100649833679) (1186,0.7393556237220764)* (1132,0.7023091316223145) (915,0.6791845560073853) (2065,0.6539780497550964) (1057,0.6307206153869629) (1643,0.6146522760391235) (1125,0.612708568572998) (272,0.6087992787361145) (1082,0.5918322205543518) (1217,0.5823391675949097)* (1633,0.5614833235740662) (1963,0.5553566217422485) (1949,0.5549529790878296)* (2920,0.5414663553237915) (1423,0.5344783663749695) (2687,0.5298595428466797) (1184,0.5244817137718201)
2260: (2858,0.6154782176017761) (2359,0.45017510652542114)* (527,0.4476083517074585) (527,0.4476083517074585) (318,0.4444183111190796) (2687,0.4310709536075592) (260,0.4220816493034363) (2762,0.4187154769897461) (1246,0.41844257712364197) (2997,0.4150353968143463) (3270,0.4134378731250763) (3072,0.4036432206630707) (1307,0.40363821387290955) (3578,0.40036046504974365) (593,0.3929453194141388) (150,0.38813140988349915) (858,0.3863678574562073) (3358,0.3844296336174011) (2571,0.3671607971191406) (1197,0.3669757843017578)
2261: (1870,0.5536866784095764) (1476,0.539962887763977) (2197,0.5135862231254578) (999,0.5091015696525574) (1633,0.5085227489471436) (3285,0.4978191554546356) (764,0.49501878023147583) (2762,0.48659777641296387)* (3050,0.4834386706352234) (372,0.4801441431045532) (2432,0.46787795424461365) (1057,0.46495386958122253) (708,0.46111932396888733) (2166,0.45976418256759644) (2297,0.4596172869205475) (45,0.45876187086105347) (2443,0.4551928639411926) (3554,0.449856162071228) (1842,0.4466128945350647) (261,0.44569629430770874)
2262: (2858,0.5705442428588867) (3578,0.5242582559585571) (318,0.49253588914871216) (589,0.4864933490753174)* (329,0.48289600014686584) (527,0.4770391285419464) (527,0.4770391285419464) (3452,0.47522011399269104) (1476,0.47263509035110474) (2989,0.4685407280921936) (1909,0.46548768877983093) (163,0.4651605486869812) (2011,0.45983555912971497) (2294,0.4539759159088135) (2294,0.4539759159088135) (2687,0.45193547010421753) (3785,0.4494492709636688) (1240,0.4444734454154968)* (2115,0.44364607334136963)* (380,0.4432187080383301)
2263: (2901,0.7807263135910034) (2124,0.7139219045639038) (1982,0.699077308177948) (1476,0.671970546245575) (2687,0.6474102139472961) (2110,0.6459575891494751) (528,0.6269037127494812) (1573,0.6261574029922485) (2459,0.6188751459121704) (3840,0.617988109588623) (3344,0.6139881014823914) (3847,0.6132309436798096) (1327,0.6033753156661987) (1387,0.5995619297027588) (1627,0.5932514071464539) (163,0.5868437886238098) (735,0.5844277143478394) (3694,0.5795644521713257) (3692,0.5787667632102966) (3285,0.5778164267539978)
2264: (261,0.5608494877815247) (2687,0.5568850040435791) (708,0.547148585319519) (1125,0.5089832544326782) (828,0.468993216753006) (2297,0.46864646673202515) (2110,0.4638523459434509) (2106,0.44966205954551697) (537,0.4487878680229187) (289,0.44707566499710083) (2294,0.44427788257598877) (2294,0.44427788257598877) (1409,0.44376200437545776) (1057,0.4343142509460449) (2245,0.4246002435684204) (1593,0.4240317940711975) (494,0.4223768413066864) (1124,0.41903483867645264)* (276,0.4161595106124878) (1010,0.4147847592830658)
2265: (1125,0.6456881165504456) (2110,0.6186475157737732) (2401,0.5617476105690002) (1387,0.5393357872962952) (2870,0.537968635559082) (2670,0.5231876373291016) (3035,0.5149745941162109) (2922,0.49980029463768005) (1848,0.49798110127449036) (2687,0.48971590399742126) (2009,0.48851263523101807) (2989,0.4835067391395569) (3643,0.4794207811355591) (1945,0.47587066888809204) (2124,0.4726126790046692) (3806,0.4714113175868988) (3682,0.468204140663147) (1242,0.46559926867485046)* (1925,0.4589005410671234) (3368,0.4554347097873688)
2266: (1057,0.7736356258392334) (1633,0.7451131343841553) (1683,0.7182609438896179) (2858,0.6597495079040527) (708,0.6538176536560059) (492,0.6272437572479248) (994,0.6264688372612) (272,0.6224703192710876) (2197,0.6180645227432251) (1177,0.6117432117462158) (764,0.6071115732192993) (475,0.5885267853736877) (1650,0.5809110403060913) (2062,0.5755713582038879) (2175,0.5737898945808411) (254,0.5697601437568665) (1480,0.5632923245429993) (613,0.559749186038971) (116,0.5531760454177856) (2432,0.5508288145065308)
2267: (1186,0.8210229873657227) (2110,0.6953099370002747) (2132,0.6760093569755554) (3546,0.6625186800956726) (1082,0.6549708843231201) (921,0.650826632976532) (3011,0.636115550994873) (915,0.625650942325592) (1132,0.6208609342575073) (948,0.6200194358825684) (1096,0.6050100922584534) (3069,0.5840919017791748) (1949,0.5800395607948303) (1125,0.578719437122345) (971,0.575962483882904) (2290,0.55277419090271) (1124,0.5521126985549927) (615,0.5478749871253967) (1963,0.5427457690238953) (1305,0.5400583744049072)
2268: (708,0.6136173009872437) (276,0.580521285533905) (171,0.5380229949951172) (222,0.5312541723251343) (372,0.5297550559043884) (289,0.5268846154212952) (618,0.5266669988632202) (705,0.5067427754402161) (2295,0.5041797161102295) (2171,0.49987947940826416) (1476,0.49328166246414185) (2297,0.48996037244796753) (2127,0.4885200262069702) (444,0.4871922433376312) (2883,0.4849529266357422) (633,0.4846155047416687) (506,0.483964741230011) (2687,0.48244568705558777) (3136,0.48073965311050415) (68,0.4773349165916443)
2269: (2858,0.6223223209381104) (2762,0.5811015963554382) (2687,0.5011870861053467) (3510,0.48543497920036316) (223,0.48526591062545776) (2712,0.45915845036506653) (2294,0.4576283395290375) (2294,0.4576283395290375) (3578,0.454488068819046) (3174,0.4542899429798126) (3285,0.45363205671310425) (1480,0.4516734480857849) (3219,0.449485719203949) (2336,0.4375394582748413) (2710,0.43000108003616333) (2716,0.42832353711128235) (2959,0.42579030990600586) (3179,0.42219075560569763) (356,0.42066964507102966) (3554,0.40965592861175537)
2270: (2687,0.4912513792514801) (2858,0.47711071372032166) (3452,0.44493567943573) (2605,0.4345691502094269) (3617,0.4191880226135254) (3785,0.4179615080356598) (2571,0.41420942544937134) (3753,0.40934130549430847) (3219,0.40674448013305664) (748,0.3974001109600067) (3300,0.395449161529541) (2628,0.3951522409915924)* (3754,0.3917185962200165) (3484,0.38909390568733215) (3863,0.38648831844329834) (3203,0.38306355476379395) (648,0.381839781999588) (3316,0.38086140155792236) (3324,0.3804382085800171) (3326,0.3797139525413513)
2271: (1125,0.42794206738471985) (1945,0.3962656855583191)* (3634,0.38440507650375366) (2110,0.3818669319152832) (928,0.37285998463630676) (915,0.3708632290363312) (921,0.36755406856536865) (1162,0.36753496527671814)* (2687,0.3505397140979767) (920,0.34162238240242004) (755,0.3413647711277008) (2989,0.3375381827354431) (2202,0.3362908661365509) (1944,0.32865795493125916) (3338,0.3283330798149109) (1476,0.3265743553638458) (3091,0.3260657787322998) (1925,0.32561230659484863) (2993,0.3240906894207001) (1217,0.3224168121814728)
2272: (2858,0.5711926221847534)* (3556,0.5457077026367188) (2607,0.510830819606781) (3554,0.5033219456672668) (3568,0.5030650496482849) (1870,0.4982413053512573) (2712,0.4976646602153778) (2337,0.49615997076034546) (2188,0.4956340789794922) (3318,0.49416881799697876) (2762,0.4920843839645386) (3885,0.4903777241706848) (3786,0.48957517743110657) (2028,0.48837968707084656) (3752,0.48525214195251465)* (3285,0.4846626818180084) (3851,0.48376432061195374) (3562,0.4837230145931244) (3785,0.4767324924468994) (2598,0.4746926724910736)
2273: (2687,1.0137863159179688) (2294,0.9131828546524048) (2294,0.9131828546524048) (1476,0.897903561592102) (1125,0.872266411781311) (3701,0.7720766067504883) (1297,0.7651585936546326) (708,0.7639936804771423) (3040,0.7554565668106079) (2141,0.7319161891937256) (3770,0.7121124267578125) (2717,0.696113109588623) (2796,0.6915877461433411) (2756,0.6847034096717834) (2457,0.6763022541999817) (2372,0.6382483839988708) (3285,0.633375883102417) (372,0.6218731999397278) (3466,0.6166571378707886) (2297,0.616283118724823)
2274: (2687,0.7755734324455261) (1019,0.6054272651672363) (2294,0.5819125175476074) (2294,0.5819125175476074) (2140,0.5577799081802368) (1356,0.5276554822921753) (2012,0.516079843044281) (2009,0.5062393546104431) (1377,0.4976595342159271) (1848,0.4920639991760254) (3401,0.48940110206604004) (2124,0.4879717528820038) (1909,0.48707491159439087) (126,0.4853081703186035) (1713,0.47385790944099426) (2033,0.4696398973464966) (2899,0.46759268641471863) (1027,0.46417349576950073) (2450,0.4614306390285492) (107,0.4608113169670105)
